timestamp,event_type,x,y,key,event
1741801254.9093418,mouse,426,542,,
1741801255.0099752,mouse,426,542,,
1741801255.1104882,mouse,426,542,,
1741801255.2114642,mouse,426,542,,
1741801255.3116825,mouse,362,529,,
1741801255.4122026,mouse,350,530,,
1741801255.5125463,mouse,313,530,,
1741801255.6131225,mouse,288,529,,
1741801255.713568,mouse,281,527,,
1741801255.8139884,mouse,270,526,,
1741801255.9141302,mouse,266,526,,
1741801256.0146754,mouse,271,526,,
1741801256.1152105,mouse,300,525,,
1741801256.2156823,mouse,317,526,,
1741801256.3158972,mouse,329,526,,
1741801256.4162056,mouse,342,526,,
1741801256.5166728,mouse,363,526,,
1741801256.6168754,mouse,376,526,,
1741801256.7169883,mouse,386,526,,
1741801256.8175366,mouse,397,526,,
1741801256.9185605,mouse,402,527,,
1741801257.0191739,mouse,414,528,,
1741801257.1197515,mouse,425,530,,
1741801257.2201555,mouse,427,530,,
1741801257.320723,mouse,412,529,,
1741801257.4209583,mouse,390,529,,
1741801257.521205,mouse,361,529,,
1741801257.6215837,mouse,336,530,,
1741801257.7219608,mouse,318,532,,
1741801257.8221376,mouse,310,534,,
1741801257.922362,mouse,301,534,,
1741801258.0226834,mouse,290,535,,
1741801258.122821,mouse,284,534,,
1741801258.223146,mouse,284,534,,
1741801258.3237677,mouse,284,534,,
1741801258.4243047,mouse,284,534,,
1741801258.5244265,mouse,284,534,,
1741801258.6250627,mouse,284,534,,
1741801258.725643,mouse,284,534,,
1741801258.8258305,mouse,284,534,,
1741801258.9264107,mouse,284,534,,
1741801259.0269783,mouse,284,534,,
1741801259.1275206,mouse,284,534,,
1741801259.227626,mouse,284,534,,
1741801259.3281968,mouse,284,534,,
1741801259.428447,mouse,284,534,,
1741801259.5285594,mouse,284,534,,
1741801259.6290426,mouse,284,534,,
1741801259.7292519,mouse,284,534,,
1741801259.829494,mouse,276,534,,
1741801259.9298148,mouse,264,534,,
1741801260.0313802,mouse,260,534,,
1741801260.1318357,mouse,258,536,,
1741801260.2320442,mouse,255,538,,
1741801260.332154,mouse,255,538,,
1741801260.4324217,mouse,255,538,,
1741801260.5329757,mouse,255,538,,
1741801260.6331103,mouse,255,538,,
1741801260.733696,mouse,255,538,,
1741801260.8338647,mouse,255,538,,
1741801260.9344065,mouse,255,538,,
1741801261.0347912,mouse,255,538,,
1741801261.1351817,mouse,255,538,,
1741801261.2356257,mouse,255,538,,
1741801261.336006,mouse,255,538,,
1741801261.4363906,mouse,255,538,,
1741801261.5368395,mouse,255,538,,
1741801261.6373403,mouse,242,538,,
1741801261.7375448,mouse,225,538,,
1741801261.837985,mouse,225,538,,
1741801261.9388726,mouse,225,538,,
1741801262.0390828,mouse,225,538,,
1741801262.139393,mouse,245,534,,
1741801262.2396033,mouse,266,533,,
1741801262.339734,mouse,282,533,,
1741801262.4403403,mouse,298,533,,
1741801262.5406272,mouse,314,533,,
1741801262.640859,mouse,327,533,,
1741801262.7411292,mouse,343,533,,
1741801262.84166,mouse,362,533,,
1741801262.9417813,mouse,383,530,,
1741801263.0423913,mouse,405,529,,
1741801263.1426978,mouse,430,528,,
1741801263.243238,mouse,452,526,,
1741801263.3433423,mouse,470,524,,
1741801263.443657,mouse,494,521,,
1741801263.543778,mouse,517,518,,
1741801263.6440933,mouse,542,515,,
1741801263.7443924,mouse,558,515,,
1741801263.8448913,mouse,570,515,,
1741801263.9451025,mouse,571,515,,
1741801264.0455205,mouse,571,515,,
1741801264.1458132,mouse,527,518,,
1741801264.2462249,mouse,379,516,,
1741801264.3467658,mouse,271,517,,
1741801264.4473116,mouse,238,525,,
1741801264.5479453,mouse,233,528,,
1741801264.648174,mouse,269,531,,
1741801264.7485569,mouse,344,540,,
1741801264.8486907,mouse,377,546,,
1741801264.9492302,mouse,384,550,,
1741801265.0497973,mouse,345,559,,
1741801265.1503546,mouse,304,558,,
1741801265.2508929,mouse,292,558,,
1741801265.3511515,mouse,291,556,,
1741801265.451759,mouse,291,556,,
1741801265.5523658,mouse,291,556,,
1741801265.652735,mouse,291,556,,
1741801265.7533855,mouse,291,556,,
1741801265.8535311,mouse,291,556,,
1741801265.9539497,mouse,291,556,,
1741801266.0545177,mouse,291,556,,
1741801266.1550636,mouse,291,556,,
1741801266.2556005,mouse,291,556,,
1741801266.355906,mouse,291,556,,
1741801266.4563336,mouse,291,556,,
1741801266.5570455,mouse,291,556,,
1741801266.6575363,mouse,291,556,,
1741801266.7580447,mouse,291,556,,
1741801266.8584602,mouse,291,556,,
1741801266.9591358,mouse,291,556,,
1741801267.05949,mouse,291,556,,
1741801267.1596465,mouse,291,556,,
1741801267.2599409,mouse,291,556,,
1741801267.3604558,mouse,291,556,,
1741801267.4608266,mouse,291,556,,
1741801267.561173,mouse,291,556,,
1741801267.6614108,mouse,278,547,,
1741801267.761898,mouse,250,527,,
1741801267.8621619,mouse,247,527,,
1741801267.9624338,mouse,247,527,,
1741801268.062975,mouse,247,527,,
1741801268.1632214,mouse,247,527,,
1741801268.2633479,mouse,247,527,,
1741801268.3639197,mouse,247,527,,
1741801268.4642227,mouse,247,527,,
1741801268.5647814,mouse,247,527,,
1741801268.6651134,mouse,247,527,,
1741801268.7655995,mouse,247,527,,
1741801268.865903,mouse,247,527,,
1741801268.9662805,mouse,247,527,,
1741801269.0666242,mouse,247,527,,
1741801269.1668859,mouse,247,527,,
1741801269.2672107,mouse,247,527,,
1741801269.3677697,mouse,247,527,,
1741801269.4679308,mouse,247,527,,
1741801269.5683312,mouse,247,527,,
1741801269.6688862,mouse,247,527,,
1741801269.7696462,mouse,247,527,,
1741801269.8698654,mouse,247,527,,
1741801269.970051,mouse,247,527,,
1741801270.070376,mouse,247,527,,
1741801270.1705885,mouse,247,527,,
1741801270.271192,mouse,247,527,,
1741801270.3714561,mouse,247,527,,
1741801270.47179,mouse,247,527,,
1741801270.5721042,mouse,247,527,,
1741801270.6723273,mouse,247,527,,
1741801270.7725084,mouse,247,527,,
1741801270.8727047,mouse,247,527,,
1741801270.9734693,mouse,247,527,,
1741801271.073798,mouse,247,527,,
1741801271.1743457,mouse,247,527,,
1741801271.2746658,mouse,247,527,,
1741801271.3752205,mouse,247,527,,
1741801271.4756598,mouse,247,527,,
1741801271.5763204,mouse,242,527,,
1741801271.676895,mouse,220,531,,
1741801271.7774293,mouse,218,534,,
1741801271.8777802,mouse,219,534,,
1741801271.9783306,mouse,221,536,,
1741801272.0787747,mouse,221,536,,
1741801272.1790302,mouse,220,536,,
1741801272.279758,mouse,221,536,,
1741801272.3804405,mouse,224,535,,
1741801272.4809234,mouse,236,534,,
1741801272.5814736,mouse,252,534,,
1741801272.682054,mouse,272,534,,
1741801272.782257,mouse,291,535,,
1741801272.882547,mouse,317,535,,
1741801272.983115,mouse,342,534,,
1741801273.0837057,mouse,370,530,,
1741801273.1838923,mouse,390,527,,
1741801273.2844543,mouse,408,525,,
1741801273.3847957,mouse,423,524,,
1741801273.4854715,mouse,442,524,,
1741801273.585779,mouse,457,522,,
1741801273.6861806,mouse,483,522,,
1741801273.7866704,mouse,494,522,,
1741801273.8869815,mouse,510,521,,
1741801273.9872527,mouse,530,519,,
1741801274.087357,mouse,547,518,,
1741801274.1877122,mouse,562,518,,
1741801274.2882867,mouse,579,517,,
1741801274.3887188,mouse,592,517,,
1741801274.489293,mouse,602,517,,
1741801274.5898302,mouse,612,517,,
1741801274.690172,mouse,615,518,,
1741801274.79048,mouse,594,522,,
1741801274.8907325,mouse,565,528,,
1741801274.990883,mouse,516,529,,
1741801275.0917563,mouse,474,529,,
1741801275.192081,mouse,436,529,,
1741801275.2921815,mouse,376,526,,
1741801275.3924806,mouse,326,522,,
1741801275.4928255,mouse,278,522,,
1741801275.5933616,mouse,244,523,,
1741801275.6938536,mouse,231,525,,
1741801275.7944467,mouse,230,526,,
1741801275.8947701,mouse,236,526,,
1741801275.9952035,mouse,266,527,,
1741801276.0954845,mouse,300,530,,
1741801276.195862,mouse,322,530,,
1741801276.2962055,mouse,338,530,,
1741801276.3964758,mouse,370,530,,
1741801276.4970226,mouse,429,530,,
1741801276.5972192,mouse,457,530,,
1741801276.6975956,mouse,473,530,,
1741801276.7980492,mouse,494,529,,
1741801276.8986788,mouse,519,529,,
1741801276.9989893,mouse,532,529,,
1741801277.0993202,mouse,544,529,,
1741801277.199881,mouse,548,529,,
1741801277.3001034,mouse,548,529,,
1741801277.4004052,mouse,546,529,,
1741801277.5009449,mouse,435,531,,
1741801277.6014073,mouse,391,533,,
1741801277.7016265,mouse,362,534,,
1741801277.8018682,mouse,352,536,,
1741801277.9021828,mouse,352,536,,
1741801278.0026727,mouse,352,536,,
1741801278.1033888,mouse,352,536,,
1741801278.2037091,mouse,352,536,,
1741801278.304419,mouse,352,536,,
1741801278.4046552,mouse,352,536,,
1741801278.5048053,mouse,352,536,,
1741801278.605029,mouse,352,536,,
1741801278.70556,mouse,352,536,,
1741801278.8059359,mouse,352,536,,
1741801278.9060936,mouse,352,536,,
1741801279.0063233,mouse,352,536,,
1741801279.106768,mouse,321,538,,
1741801279.2071757,mouse,304,538,,
1741801279.3075774,mouse,302,538,,
1741801279.4081905,mouse,302,538,,
1741801279.508938,mouse,302,538,,
1741801279.6092935,mouse,302,538,,
1741801279.7097704,mouse,302,538,,
1741801279.8102021,mouse,302,538,,
1741801279.9104345,mouse,302,538,,
1741801280.0107534,mouse,302,538,,
1741801280.111226,mouse,302,538,,
1741801280.2117705,mouse,302,538,,
1741801280.3120089,mouse,302,538,,
1741801280.4126043,mouse,302,538,,
1741801280.5133345,mouse,302,538,,
1741801280.6136265,mouse,302,538,,
1741801280.7139778,mouse,302,538,,
1741801280.814298,mouse,302,538,,
1741801280.914572,mouse,302,538,,
1741801281.014753,mouse,302,538,,
1741801281.1152868,mouse,302,538,,
1741801281.2156599,mouse,302,538,,
1741801281.3161628,mouse,302,538,,
1741801281.416886,mouse,302,538,,
1741801281.5172334,mouse,302,538,,
1741801281.617685,mouse,302,538,,
1741801281.7180085,mouse,302,538,,
1741801281.818674,mouse,302,538,,
1741801281.9188452,mouse,302,538,,
1741801282.0190241,mouse,302,538,,
1741801282.1191888,mouse,302,538,,
1741801282.2197335,mouse,302,538,,
1741801282.3201218,mouse,302,538,,
1741801282.4204566,mouse,302,538,,
1741801282.5207758,mouse,302,538,,
1741801282.6210465,mouse,302,538,,
1741801282.7216377,mouse,286,538,,
1741801282.822144,mouse,252,536,,
1741801282.9223814,mouse,250,536,,
1741801283.0228577,mouse,253,536,,
1741801283.12316,mouse,269,534,,
1741801283.223393,mouse,307,528,,
1741801283.323978,mouse,338,526,,
1741801283.424434,mouse,372,522,,
1741801283.5249195,mouse,407,515,,
1741801283.625266,mouse,442,511,,
1741801283.7255538,mouse,469,507,,
1741801283.8258696,mouse,490,504,,
1741801283.9264019,mouse,494,502,,
1741801284.0266378,mouse,435,492,,
1741801284.1273375,mouse,360,470,,
1741801284.2277343,mouse,261,454,,
1741801284.3279817,mouse,238,450,,
1741801284.4281988,mouse,234,450,,
1741801284.5286505,mouse,235,450,,
1741801284.629089,mouse,238,450,,
1741801284.7296536,mouse,234,450,,
1741801284.830095,mouse,230,450,,
1741801284.9304209,mouse,230,450,,
1741801285.0310783,mouse,230,450,,
1741801285.131377,mouse,230,450,,
1741801285.231903,mouse,230,450,,
1741801285.3324544,mouse,230,450,,
1741801285.4329531,mouse,230,450,,
1741801285.53346,mouse,230,450,,
1741801285.6336803,mouse,230,450,,
1741801285.7340248,mouse,230,450,,
1741801285.834559,mouse,230,450,,
1741801285.9348598,mouse,230,450,,
1741801286.0351405,mouse,230,450,,
1741801286.1356137,mouse,230,450,,
1741801286.2358336,mouse,274,459,,
1741801286.3362353,mouse,337,490,,
1741801286.4368672,mouse,354,502,,
1741801286.5376804,mouse,354,502,,
1741801286.63814,mouse,354,502,,
1741801286.7385116,mouse,354,502,,
1741801286.8390932,mouse,354,502,,
1741801286.9392717,mouse,294,511,,
1741801287.0396082,mouse,290,512,,
1741801287.1399295,mouse,290,512,,
1741801287.2401838,mouse,290,512,,
1741801287.3403318,mouse,290,512,,
1741801287.4410722,mouse,290,512,,
1741801287.5416234,mouse,290,512,,
1741801287.641934,mouse,290,512,,
1741801287.742214,mouse,290,512,,
1741801287.8428826,mouse,290,512,,
1741801287.9435387,mouse,290,512,,
1741801288.04392,mouse,290,512,,
1741801288.1443884,mouse,290,512,,
1741801288.2447145,mouse,290,512,,
1741801288.3452315,mouse,290,512,,
1741801288.445604,mouse,290,512,,
1741801288.5461864,mouse,290,512,,
1741801288.6464784,mouse,290,512,,
1741801288.746986,mouse,290,512,,
1741801288.8475697,mouse,290,512,,
1741801288.9478254,mouse,290,512,,
1741801289.048388,mouse,290,512,,
1741801289.148641,mouse,290,512,,
1741801289.2488363,mouse,290,512,,
1741801289.3493805,mouse,290,512,,
1741801289.4497902,mouse,290,512,,
1741801289.5504642,mouse,290,512,,
1741801289.6508107,mouse,290,512,,
1741801289.7510688,mouse,290,512,,
1741801289.8515522,mouse,290,512,,
1741801289.9518495,mouse,246,418,,
1741801290.0520117,mouse,233,386,,
1741801290.1525161,mouse,233,378,,
1741801290.2528937,mouse,238,373,,
1741801290.3532178,mouse,270,370,,
1741801290.4535482,mouse,299,367,,
1741801290.5539787,mouse,341,366,,
1741801290.6546762,mouse,400,360,,
1741801290.7549953,mouse,446,351,,
1741801290.8551285,mouse,487,347,,
1741801290.955241,mouse,495,347,,
1741801291.0556078,mouse,495,347,,
1741801291.1559014,mouse,495,347,,
1741801291.2565422,mouse,442,342,,
1741801291.3569129,mouse,302,333,,
1741801291.4572434,mouse,250,350,,
1741801291.5576303,mouse,252,351,,
1741801291.6581576,mouse,426,362,,
1741801291.758726,mouse,526,368,,
1741801291.859203,mouse,570,370,,
1741801291.959751,mouse,602,373,,
1741801292.0604115,mouse,606,374,,
1741801292.160814,mouse,389,376,,
1741801292.2612128,mouse,256,383,,
1741801292.3613899,mouse,186,394,,
1741801292.4619281,mouse,172,395,,
1741801292.5622787,mouse,178,397,,
1741801292.662486,mouse,212,399,,
1741801292.7627926,mouse,256,412,,
1741801292.8630161,mouse,260,417,,
1741801292.9635832,mouse,252,422,,
1741801293.063697,mouse,246,424,,
1741801293.164223,mouse,244,426,,
1741801293.2647986,mouse,242,427,,
1741801293.365073,mouse,239,427,,
1741801293.4655018,mouse,237,427,,
1741801293.5657074,mouse,237,427,,
1741801293.6659894,mouse,237,427,,
1741801293.7665591,mouse,237,427,,
1741801293.866657,mouse,237,427,,
1741801293.9668844,mouse,255,422,,
1741801294.0671005,mouse,305,405,,
1741801294.1676252,mouse,306,405,,
1741801294.267716,mouse,306,405,,
1741801294.3679435,mouse,306,405,,
1741801294.4682271,mouse,306,405,,
1741801294.568547,mouse,306,405,,
1741801294.669099,mouse,306,405,,
1741801294.7694612,mouse,306,405,,
1741801294.8698301,mouse,306,405,,
1741801294.9701264,mouse,306,405,,
1741801295.0704818,mouse,306,405,,
1741801295.1708214,mouse,306,405,,
1741801295.2712533,mouse,306,405,,
1741801295.3714159,mouse,306,405,,
1741801295.4719837,mouse,306,405,,
1741801295.5725136,mouse,306,405,,
1741801295.6730578,mouse,306,405,,
1741801295.7733762,mouse,306,405,,
1741801295.873711,mouse,306,405,,
1741801295.97428,mouse,306,405,,
1741801296.0745444,mouse,306,405,,
1741801296.175103,mouse,306,405,,
1741801296.2753932,mouse,302,405,,
1741801296.3757203,mouse,259,394,,
1741801296.4761524,mouse,248,375,,
1741801296.576607,mouse,248,367,,
1741801296.6770363,mouse,251,366,,
1741801296.7775662,mouse,296,370,,
1741801296.8784351,mouse,360,370,,
1741801296.9789176,mouse,404,370,,
1741801297.079468,mouse,444,374,,
1741801297.1801133,mouse,508,368,,
1741801297.2802274,mouse,557,362,,
1741801297.3808286,mouse,586,358,,
1741801297.4812248,mouse,610,358,,
1741801297.5814636,mouse,630,358,,
1741801297.6820242,mouse,639,358,,
1741801297.782302,mouse,625,356,,
1741801297.8825815,mouse,589,354,,
1741801297.9829223,mouse,551,351,,
1741801298.0836723,mouse,490,350,,
1741801298.1842062,mouse,424,347,,
1741801298.284804,mouse,382,342,,
1741801298.38537,mouse,290,343,,
1741801298.4861615,mouse,244,350,,
1741801298.5864656,mouse,238,352,,
1741801298.6870914,mouse,242,351,,
1741801298.787424,mouse,255,349,,
1741801298.8879988,mouse,261,349,,
1741801298.988338,mouse,262,350,,
1741801299.0887625,mouse,262,350,,
1741801299.189522,mouse,262,350,,
1741801299.28983,mouse,261,351,,
1741801299.3901205,mouse,258,355,,
1741801299.490825,mouse,256,366,,
1741801299.5911334,mouse,253,382,,
1741801299.6916366,mouse,250,390,,
1741801299.7920156,mouse,249,392,,
1741801299.8922954,mouse,249,392,,
1741801299.9927382,mouse,249,393,,
1741801300.0933242,mouse,249,394,,
1741801300.1936269,mouse,251,399,,
1741801300.2939782,mouse,251,399,,
1741801300.3945222,mouse,251,399,,
1741801300.4945927,mouse,251,399,,
1741801300.594971,mouse,251,399,,
1741801300.6953971,mouse,251,399,,
1741801300.796127,mouse,251,399,,
1741801300.8966472,mouse,251,399,,
1741801300.9969769,mouse,251,399,,
1741801301.0973005,mouse,251,399,,
1741801301.1977198,mouse,251,399,,
1741801301.2982755,mouse,251,399,,
1741801301.398965,mouse,262,368,,
1741801301.499256,mouse,248,353,,
1741801301.5995684,mouse,247,348,,
1741801301.7001576,mouse,295,338,,
1741801301.8008423,mouse,391,321,,
1741801301.9014084,mouse,471,316,,
1741801302.0017893,mouse,489,317,,
1741801302.1023426,mouse,424,332,,
1741801302.2028391,mouse,264,390,,
1741801302.3033717,mouse,226,422,,
1741801302.4037182,mouse,226,422,,
1741801302.5040472,mouse,226,422,,
1741801302.6043777,mouse,226,422,,
1741801302.7050538,mouse,226,422,,
1741801302.8052354,mouse,226,422,,
1741801302.9055898,mouse,226,422,,
1741801303.0057797,mouse,226,422,,
1741801303.1060948,mouse,226,422,,
1741801303.206559,mouse,226,422,,
1741801303.3069286,mouse,226,422,,
1741801303.4070637,mouse,226,422,,
1741801303.5074341,mouse,226,422,,
1741801303.607915,mouse,298,380,,
1741801303.7084198,mouse,286,351,,
1741801303.8089693,mouse,253,346,,
1741801303.9092317,mouse,249,346,,
1741801304.0094135,mouse,250,346,,
1741801304.1097279,mouse,254,346,,
1741801304.2099743,mouse,257,347,,
1741801304.3103604,mouse,266,356,,
1741801304.4109833,mouse,269,362,,
1741801304.511343,mouse,267,368,,
1741801304.611414,mouse,305,482,,
1741801304.7117574,mouse,307,498,,
1741801304.8123767,mouse,306,501,,
1741801304.9129581,mouse,303,502,,
1741801305.0133333,mouse,293,510,,
1741801305.113576,mouse,287,514,,
1741801305.2141585,mouse,285,516,,
1741801305.3144093,mouse,279,522,,
1741801305.414716,mouse,278,523,,
1741801305.5153203,mouse,278,523,,
1741801305.6156182,mouse,278,523,,
1741801305.7159317,mouse,278,523,,
1741801305.8162262,mouse,278,523,,
1741801305.9168344,mouse,278,523,,
1741801306.0173962,mouse,278,523,,
1741801306.118023,mouse,278,523,,
1741801306.2184918,mouse,278,523,,
1741801306.3193595,mouse,278,523,,
1741801306.4199936,mouse,278,523,,
1741801306.5204961,mouse,278,523,,
1741801306.6210506,mouse,278,523,,
1741801306.7214441,mouse,278,523,,
1741801306.8219867,mouse,278,523,,
1741801306.922347,mouse,278,523,,
1741801307.0226614,mouse,278,523,,
1741801307.1232972,mouse,278,523,,
1741801307.2236407,mouse,278,523,,
1741801307.3240006,mouse,278,523,,
1741801307.4244616,mouse,278,523,,
1741801307.5248497,mouse,278,523,,
1741801307.625232,mouse,278,523,,
1741801307.689924,keyboard,,,y,down
1741801307.725607,mouse,278,523,,
1741801307.7799911,keyboard,,,y,up
1741801307.826137,mouse,278,523,,
1741801307.8267431,keyboard,,,e,down
1741801307.9211152,keyboard,,,e,up
1741801307.9263759,mouse,278,523,,
1741801308.0255122,keyboard,,,s,down
1741801308.0264368,mouse,278,523,,
1741801308.1268375,mouse,278,523,,
1741801308.132331,keyboard,,,s,up
1741801308.1864984,keyboard,,,space,down
1741801308.2270584,mouse,278,523,,
1741801308.3241565,keyboard,,,space,up
1741801308.327567,mouse,278,523,,
1741801308.4279046,mouse,278,523,,
1741801308.4578092,keyboard,,,t,down
1741801308.528253,mouse,278,523,,
1741801308.5832229,keyboard,,,t,up
1741801308.6286614,mouse,278,523,,
1741801308.7088811,keyboard,,,h,down
1741801308.7293348,mouse,278,523,,
1741801308.8149767,keyboard,,,h,up
1741801308.8297384,mouse,278,523,,
1741801308.930162,mouse,278,523,,
1741801309.015521,keyboard,,,i,down
1741801309.0303864,mouse,278,523,,
1741801309.1304665,mouse,278,523,,
1741801309.131826,keyboard,,,i,up
1741801309.174171,keyboard,,,s,down
1741801309.230593,mouse,278,523,,
1741801309.2920883,keyboard,,,s,up
1741801309.2972667,keyboard,,,space,down
1741801309.3310459,mouse,278,523,,
1741801309.428515,keyboard,,,space,up
1741801309.4318044,mouse,278,523,,
1741801309.494431,keyboard,,,t,down
1741801309.531876,mouse,278,523,,
1741801309.5891716,keyboard,,,t,up
1741801309.6103008,keyboard,,,h,down
1741801309.632086,mouse,278,523,,
1741801309.6935794,keyboard,,,h,up
1741801309.7323635,mouse,278,523,,
1741801309.7428997,keyboard,,,e,down
1741801309.8327823,mouse,278,523,,
1741801309.8532019,keyboard,,,e,up
1741801309.9065447,keyboard,,,space,down
1741801309.9334965,mouse,278,523,,
1741801310.0038443,keyboard,,,space,up
1741801310.0338805,mouse,278,523,,
1741801310.04335,keyboard,,,c,down
1741801310.1343424,mouse,278,523,,
1741801310.1369834,keyboard,,,c,up
1741801310.2006361,keyboard,,,o,down
1741801310.2348018,mouse,278,523,,
1741801310.297025,keyboard,,,o,up
1741801310.3352425,mouse,278,523,,
1741801310.3858058,keyboard,,,r,down
1741801310.435537,mouse,278,523,,
1741801310.4746692,keyboard,,,r,up
1741801310.535898,mouse,278,523,,
1741801310.5591776,keyboard,,,r,down
1741801310.6306868,keyboard,,,r,up
1741801310.6362195,mouse,278,523,,
1741801310.7242265,keyboard,,,e,down
1741801310.7364118,mouse,278,523,,
1741801310.80584,keyboard,,,e,up
1741801310.8368406,mouse,278,523,,
1741801310.8979573,keyboard,,,c,down
1741801310.937175,mouse,278,523,,
1741801311.0136018,keyboard,,,c,up
1741801311.0377035,mouse,278,523,,
1741801311.138266,mouse,278,523,,
1741801311.1390078,keyboard,,,t,down
1741801311.2384741,mouse,278,523,,
1741801311.2421286,keyboard,,,t,up
1741801311.3174324,keyboard,,,space,down
1741801311.338803,mouse,278,523,,
1741801311.436917,keyboard,,,space,up
1741801311.439438,mouse,278,523,,
1741801311.539781,mouse,278,523,,
1741801311.5398815,keyboard,,,w,down
1741801311.62603,keyboard,,,w,up
1741801311.6400156,mouse,278,523,,
1741801311.740549,mouse,278,523,,
1741801311.7432792,keyboard,,,a,down
1741801311.802773,keyboard,,,a,up
1741801311.8409579,mouse,278,523,,
1741801311.941504,mouse,278,523,,
1741801311.9479935,keyboard,,,y,down
1741801312.033992,keyboard,,,y,up
1741801312.0418875,mouse,278,523,,
1741801312.1090837,keyboard,,,space,down
1741801312.1422725,mouse,278,523,,
1741801312.2137134,keyboard,,,space,up
1741801312.2426147,mouse,278,523,,
1741801312.342886,mouse,278,523,,
1741801312.364977,keyboard,,,o,down
1741801312.443338,mouse,278,523,,
1741801312.490529,keyboard,,,o,up
1741801312.5429733,keyboard,,,f,down
1741801312.5437932,mouse,278,523,,
1741801312.643901,mouse,278,523,,
1741801312.6762302,keyboard,,,f,up
1741801312.7094343,keyboard,,,space,down
1741801312.74417,mouse,278,523,,
1741801312.8338797,keyboard,,,space,up
1741801312.8448985,mouse,278,523,,
1741801312.8914325,keyboard,,,t,down
1741801312.944997,mouse,278,523,,
1741801312.9987118,keyboard,,,t,up
1741801313.032418,keyboard,,,h,down
1741801313.0454226,mouse,278,523,,
1741801313.1230433,keyboard,,,h,up
1741801313.13863,keyboard,,,e,down
1741801313.1457632,mouse,278,523,,
1741801313.2461548,mouse,278,523,,
1741801313.25853,keyboard,,,e,up
1741801313.319361,keyboard,,,space,down
1741801313.3467414,mouse,278,523,,
1741801313.4207885,keyboard,,,space,up
1741801313.4473875,mouse,278,523,,
1741801313.547915,mouse,278,523,,
1741801313.648336,mouse,278,523,,
1741801313.6707945,keyboard,,,a,down
1741801313.7484457,mouse,278,523,,
1741801313.770502,keyboard,,,a,up
1741801313.8488607,mouse,278,523,,
1741801313.9193192,keyboard,,,n,down
1741801313.949377,mouse,278,523,,
1741801313.9814298,keyboard,,,n,up
1741801314.0494945,mouse,278,523,,
1741801314.1299267,keyboard,,,o,down
1741801314.1496902,mouse,278,523,,
1741801314.2217329,keyboard,,,o,up
1741801314.2500358,mouse,278,523,,
1741801314.3481011,keyboard,,,l,down
1741801314.350404,mouse,278,523,,
1741801314.433187,keyboard,,,l,up
1741801314.4507337,mouse,278,523,,
1741801314.5334778,keyboard,,,o,down
1741801314.5512996,mouse,278,523,,
1741801314.607856,keyboard,,,o,up
1741801314.6518154,mouse,278,523,,
1741801314.752384,mouse,278,523,,
1741801314.8526073,mouse,278,523,,
1741801314.897125,keyboard,,,g,down
1741801314.9527698,mouse,278,523,,
1741801314.9550166,keyboard,,,g,up
1741801315.0531409,mouse,278,523,,
1741801315.0655046,keyboard,,,y,down
1741801315.129859,keyboard,,,y,up
1741801315.1538172,mouse,278,523,,
1741801315.2253697,keyboard,,,space,down
1741801315.254177,mouse,278,523,,
1741801315.3028383,keyboard,,,space,up
1741801315.354301,mouse,278,523,,
